TransactionDate,Category,DailySalesAmount
2021-03-25,TVs,352264.02
2024-03-29,TVs,170836.56
2025-03-19,Smartphones,294260.33999999997
2023-02-18,Smartphones,287283.92
2021-03-15,TVs,265799.47
2021-12-08,Accessories,324045.47
2024-01-17,Accessories,142701.72
2022-07-25,Smartphones,235450.38
2021-06-27,TVs,165150.25999999998
2024-01-18,Accessories,254830.56
2023-07-01,Laptops,247779.86000000002
2021-03-17,TVs,239762.52000000002
2023-02-04,Laptops,239766.44
2024-09-17,TVs,309085.99000000005
2023-01-12,Accessories,230888.96000000002
2023-04-20,TVs,295707.17
2022-07-11,TVs,282121.67
2021-11-13,TVs,200869.11
2023-05-08,Tablets,311775.32
2024-03-31,Smartphones,178298.44
2021-04-13,Laptops,192012.69999999998
2021-10-24,Accessories,283179.01
2022-10-20,Tablets,138206.46999999997
2024-04-15,TVs,241426.48000000004
2023-02-14,Tablets,219650.62
2023-07-31,TVs,299186.39999999997
2022-08-15,Smartphones,202210.16
2021-12-28,Laptops,259044.80999999997
2025-02-21,TVs,283391.49000000005
2024-04-10,Smartphones,254499.49
2022-05-08,TVs,281223.37
2024-09-06,TVs,276495.08999999997
2023-05-19,Tablets,161721.47999999998
2024-09-21,Accessories,288365.03
2021-10-19,TVs,233917.66
2023-05-18,Smartphones,295215.82999999996
2024-07-26,Laptops,345809.62
2023-11-10,Smartphones,217982.38999999998
2021-04-23,Tablets,196298.25999999998
2023-09-23,Laptops,307702.8300000001
2023-08-14,TVs,279085.91
2020-08-27,Smartphones,214228.48
2023-06-09,Accessories,310433.57
2021-05-31,Tablets,275071.25000000006
2021-09-01,Laptops,220066.94000000003
2023-11-14,Accessories,333607.51
2021-12-06,Accessories,230652.71999999997
2022-09-06,Smartphones,176912.11000000002
2024-12-12,Accessories,251126.92999999996
2021-09-25,TVs,224495.97999999998
2025-04-07,TVs,232331.0
2023-07-27,Tablets,394572.34
2024-11-01,TVs,248504.08999999997
2024-04-09,Laptops,251706.99
2024-05-16,Smartphones,251267.56
2024-12-05,Tablets,195688.84000000003
2021-10-03,Laptops,267759.45
2024-04-02,Tablets,292439.7
2021-04-24,Accessories,222446.7
2022-06-17,TVs,252991.93999999994
2023-01-16,Tablets,194270.30000000002
2021-01-09,Accessories,326291.0
2023-03-29,TVs,203565.78
2021-03-24,Accessories,229017.12999999998
2020-12-17,Accessories,355265.28
2023-02-20,Smartphones,155623.37000000002
2022-02-13,TVs,237145.46999999997
2022-10-18,Smartphones,241158.51
2025-04-14,Laptops,226447.99999999997
2025-03-19,Tablets,351394.94
2021-03-18,Tablets,241729.5
2025-05-28,Accessories,288596.51999999996
2022-12-22,Accessories,220220.27
2022-11-29,Tablets,331526.32000000007
2024-11-22,TVs,220543.41
2023-04-19,Accessories,325076.8500000001
2023-12-17,Tablets,230360.2
2025-02-19,Smartphones,236953.66
2025-05-09,Smartphones,206523.95999999996
2025-03-22,Smartphones,198762.34999999998
2022-07-24,Smartphones,340325.89
2021-10-31,Accessories,210154.5
2024-03-03,TVs,290826.68
2021-07-04,Smartphones,219699.83999999997
2022-03-04,TVs,208587.44
2022-04-10,Tablets,234448.69999999998
2024-05-08,TVs,238489.81000000006
2021-02-07,Accessories,145149.91999999998
2021-06-26,Tablets,161896.08
2024-06-15,Tablets,222643.45
2024-09-09,TVs,322473.47
2021-08-04,Smartphones,245297.49000000005
2024-02-21,Accessories,226081.32999999996
2020-06-26,TVs,231524.91000000003
2022-11-15,Tablets,257388.03
2023-08-30,Smartphones,302256.0
2022-11-08,Tablets,251228.94999999998
2024-12-01,Tablets,232608.50999999998
2024-08-15,TVs,319786.8999999999
2025-02-25,Laptops,209964.66000000003
2021-07-30,Smartphones,306097.79
2020-09-22,Tablets,159960.75999999998
2023-06-18,TVs,180561.3
2021-10-16,Smartphones,309422.18
2020-12-01,Accessories,273850.4
2022-01-11,Accessories,180519.35
2022-02-27,Smartphones,218905.73
2024-06-02,Tablets,168635.32
2024-02-15,Laptops,260804.08000000002
2024-02-15,Tablets,344003.24
2022-09-09,Tablets,282307.27999999997
2023-02-05,Tablets,183304.39
2024-10-05,Accessories,241279.81
2022-01-16,TVs,226872.53
2023-09-27,TVs,300920.93
2024-07-16,Laptops,243967.79
2024-12-01,Laptops,201360.92
2022-01-15,Tablets,155638.84999999998
2021-05-21,Smartphones,296480.99
2023-09-02,Accessories,281462.18
2023-07-10,Accessories,250554.16000000003
2022-09-27,Laptops,203956.83
2023-07-07,Laptops,228112.12
2023-02-14,Smartphones,245821.96000000002
2021-09-29,Accessories,350886.38
2022-12-12,Smartphones,144999.95
2024-03-25,Smartphones,294205.47
2025-01-16,Laptops,174543.32
2024-04-09,Smartphones,200016.61000000002
2023-07-17,TVs,301633.78
2023-07-06,Tablets,312596.89999999997
2020-11-01,Smartphones,206021.91
2021-07-16,Smartphones,238798.91999999998
2022-09-24,Laptops,169539.5
2021-10-14,Tablets,228856.22
2024-01-19,Accessories,226431.8
2025-03-12,TVs,302384.96
2023-12-10,Accessories,305992.93000000005
2023-11-23,TVs,131491.03000000003
2024-02-05,Laptops,266631.43000000005
2023-11-29,Accessories,207997.72999999998
2023-02-10,Tablets,283479.56000000006
2021-11-02,Accessories,329552.31
2021-07-05,TVs,237912.94999999998
2024-11-21,TVs,309045.69
2023-11-14,Smartphones,322685.78
2022-07-17,Smartphones,256442.21000000002
2023-12-04,Laptops,270238.56
2021-10-27,Tablets,226983.33000000002
2022-09-26,TVs,191325.07999999996
2022-01-29,Tablets,239182.02000000002
2024-07-24,Accessories,349539.36
2024-12-18,Smartphones,231138.88999999998
2022-09-13,Laptops,255147.78999999998
2020-09-11,Smartphones,247330.53000000003
2021-06-24,Laptops,292114.64
2021-04-16,Smartphones,172526.0
2023-09-27,Accessories,300090.26
2023-06-02,Tablets,160084.41
2023-03-20,Tablets,298310.0
2024-06-04,Tablets,233032.64
2020-10-15,Laptops,238164.28
2025-03-29,Tablets,178526.88
2025-01-18,Laptops,274031.82
2024-10-27,Smartphones,141128.77
2022-03-05,Smartphones,220989.54
2020-08-12,Smartphones,135403.49999999997
2020-06-20,TVs,269813.09
2021-06-23,Accessories,225426.41999999998
2022-06-13,Accessories,247593.55000000002
2024-01-20,Smartphones,158865.83
2020-10-18,TVs,347063.94
2025-03-27,Laptops,258871.94999999998
2024-08-29,Laptops,246272.36
2021-03-17,Smartphones,179701.00000000003
2022-06-01,Laptops,261000.74
2023-01-03,TVs,251389.89
2024-05-29,TVs,188999.05000000002
2024-05-09,Smartphones,295905.07999999996
2024-12-14,Laptops,192953.91999999998
2022-01-07,TVs,204210.38
2023-12-04,TVs,280900.73
2024-07-04,Smartphones,238353.49
2024-11-03,TVs,214273.84000000003
2023-05-19,Accessories,244508.98
2023-10-22,Laptops,285606.23
2023-04-04,TVs,191104.78000000003
2021-07-21,Tablets,304645.81999999995
2021-01-07,Accessories,268422.68000000005
2022-01-06,Smartphones,287416.52999999997
2023-02-10,Accessories,347902.55000000005
2025-03-20,Tablets,227416.78999999998
2023-09-07,TVs,218943.53999999998
2021-05-09,Laptops,237014.45999999996
2022-03-30,Accessories,196547.82
2022-09-23,Accessories,328287.13
2020-09-01,Tablets,129752.03000000001
2020-07-14,TVs,431051.39
2024-08-31,Smartphones,216680.65999999997
2022-06-21,Smartphones,299710.0
2020-12-27,TVs,284056.91
2024-05-30,Laptops,216522.69
2021-12-21,TVs,305302.25
2023-03-14,Laptops,190102.8
2022-11-06,TVs,258091.08
2024-05-06,TVs,237517.34999999998
2023-07-05,TVs,193709.58
2020-09-10,Accessories,201553.41
2024-11-07,Smartphones,225625.8
2023-12-27,Accessories,228950.04000000004
2023-12-16,Smartphones,167831.37999999998
2021-08-04,Accessories,209351.76
2024-04-08,Smartphones,185204.04
2023-08-26,TVs,150354.97
2021-07-29,TVs,231261.88999999998
2020-08-19,Tablets,268180.09
2024-10-22,Accessories,347668.81999999995
2022-09-21,Smartphones,193874.36000000004
2022-03-16,Laptops,287108.16
2022-10-07,Smartphones,265575.13
2025-03-23,Accessories,190901.07
2021-05-05,Accessories,317928.27
2023-06-08,Accessories,360325.31000000006
2022-11-17,Smartphones,296086.07999999996
2021-09-20,Laptops,159215.92
2021-03-15,Accessories,276775.31
2020-10-07,Smartphones,255855.85000000003
2024-03-26,Accessories,222939.92
2022-12-17,Laptops,204803.7
2024-10-14,TVs,204158.86
2025-05-23,Tablets,189957.94
2023-06-13,Accessories,226299.06
2022-11-20,Accessories,294333.18000000005
2022-07-04,Laptops,290182.12000000005
2021-02-10,Tablets,187815.65000000002
2023-12-28,TVs,258438.0
2025-02-10,Smartphones,299327.24
2023-08-21,Smartphones,386114.63
2023-05-21,TVs,307203.67
2022-10-16,Tablets,236644.72
2020-08-12,TVs,248873.12000000002
2023-06-08,Smartphones,219069.09999999998
2022-07-13,TVs,272143.45999999996
2021-10-31,Laptops,257278.86000000004
2024-12-10,Tablets,160401.37999999998
2022-01-13,TVs,271986.63
2024-09-17,Accessories,255754.00999999998
2025-03-20,TVs,215273.33
2024-11-11,Accessories,368735.39
2023-02-26,Accessories,247695.67
2025-04-01,TVs,200517.15000000002
2021-04-03,Laptops,274246.28
2024-01-15,Smartphones,183663.80999999997
2025-02-10,Tablets,214886.16999999998
2023-04-23,Tablets,245224.84999999998
2024-02-21,Laptops,298910.4600000001
2023-10-15,Accessories,199800.87
2021-12-25,Smartphones,190246.30000000002
2025-02-22,Tablets,232911.87
2021-02-06,Laptops,370043.92
2023-12-06,Smartphones,262236.87
2023-12-03,TVs,319170.48
2020-07-17,Tablets,197054.79
2024-12-08,TVs,126998.22000000002
2023-01-27,Accessories,247066.02999999997
2023-07-14,Accessories,324855.7
2022-10-31,Smartphones,174505.99
2022-12-07,Smartphones,292685.46
2021-08-11,Laptops,200538.53999999998
2023-04-22,Smartphones,250649.31
2025-01-10,TVs,379478.94000000006
2022-03-26,TVs,244245.29
2021-03-16,Smartphones,193572.71000000002
2023-07-31,Tablets,325551.79
2024-01-04,Laptops,176993.85
2025-02-20,Tablets,240289.77999999997
2025-04-05,Laptops,245635.59000000003
2021-03-26,Laptops,256048.37
2021-02-23,Accessories,163417.31
2020-10-14,TVs,245197.95999999996
2021-04-24,TVs,281661.19
2020-09-11,Laptops,178358.14
2020-08-11,TVs,283242.42
2020-10-04,Accessories,294274.56
2024-02-24,Tablets,201898.01
2021-06-13,TVs,205655.91
2024-02-26,Accessories,294370.64999999997
2022-09-16,Smartphones,263928.83999999997
2023-04-28,Accessories,317272.61000000004
2021-02-06,Accessories,248697.15
2023-02-12,TVs,262811.82
2025-02-27,Smartphones,222557.40999999997
2023-02-12,Smartphones,201264.47999999998
2025-01-22,TVs,210311.78999999998
2021-01-07,Tablets,277223.63
2024-01-18,Laptops,181133.22
2024-05-27,Accessories,307476.45999999996
2022-05-19,Accessories,273869.33999999997
2023-09-08,Tablets,222581.92
2022-05-16,Accessories,262568.44
2022-03-14,TVs,300063.79000000004
2020-10-09,Accessories,266560.31
2022-05-25,Laptops,293838.13
2024-04-13,Tablets,279096.27
2024-02-14,Accessories,361908.12000000005
2020-09-15,Smartphones,311758.38
2020-11-25,Tablets,240506.37000000002
2023-07-13,Smartphones,194387.5
2022-10-18,TVs,266592.26
2021-09-05,Accessories,258672.53
2023-11-03,Accessories,232000.34
2021-08-13,TVs,211484.89
2024-12-06,Accessories,305354.64999999997
2021-09-30,TVs,337932.1
2021-09-20,Smartphones,258371.56
2025-04-18,Accessories,176012.03
2025-02-12,TVs,285575.97000000003
2023-08-05,TVs,265351.06
2021-08-15,TVs,350083.3
2021-05-23,Smartphones,254588.26999999996
2022-12-05,Accessories,256483.46000000002
2022-06-23,Laptops,257223.72999999995
2020-09-28,Tablets,131233.28999999998
2023-02-04,Accessories,235910.85
2024-10-08,Accessories,282221.32999999996
2024-11-26,Smartphones,228239.07
2025-05-03,Laptops,217286.2
2022-07-01,Tablets,374484.0
2021-01-02,Smartphones,187181.25
2020-10-12,TVs,247290.36000000004
2023-03-27,Tablets,304183.63
2024-08-15,Accessories,224933.88999999998
2023-07-16,Smartphones,243960.36
2024-10-06,TVs,315250.47
2021-06-08,Accessories,210781.56999999998
2024-10-21,TVs,329375.01
2023-07-21,Laptops,209162.11000000002
2022-06-29,Smartphones,290785.45
2021-04-10,TVs,132336.86
2020-09-03,TVs,274741.76
2025-01-01,Smartphones,255600.77
2023-07-15,Tablets,148890.32999999996
2022-01-05,Tablets,212969.57
2023-12-26,Tablets,189216.15000000002
2021-04-29,Accessories,157723.74
2021-07-18,TVs,210375.74
2023-10-13,Accessories,172821.55000000002
2024-10-29,Tablets,195669.54000000004
2024-08-28,Tablets,164379.32
2021-07-08,TVs,295159.04
2021-02-17,Smartphones,109200.87
2020-10-05,Accessories,279360.59
2023-11-09,Accessories,437209.6
2022-09-07,Smartphones,252294.38999999998
2024-04-02,TVs,199227.15
2021-03-31,Smartphones,399581.7
2023-01-18,Accessories,243069.56
2023-06-16,Tablets,194263.6
2024-08-24,TVs,231387.36
2022-07-27,Laptops,208905.97000000003
2021-09-26,Smartphones,174460.12
2024-06-20,Tablets,242107.63999999996
2022-04-22,Tablets,233372.40999999997
2022-11-02,Laptops,245921.19
2022-10-08,TVs,257999.19
2020-12-23,Tablets,194845.96000000002
2023-07-11,TVs,153200.17
2021-09-23,Laptops,346984.02999999997
2022-08-10,Tablets,239566.68
2023-04-27,TVs,235734.99
2024-03-15,Accessories,349675.73000000004
2025-05-26,Smartphones,274780.69
2023-09-18,Accessories,274966.77999999997
2021-07-21,Laptops,226799.73000000004
2024-02-10,Accessories,226179.81
2022-10-21,Smartphones,197344.71
2020-08-17,Tablets,177860.99000000002
2022-08-09,Accessories,268187.92000000004
2024-03-21,Smartphones,291945.67
2024-09-08,TVs,205733.04
2023-12-27,Laptops,354118.56999999995
2024-12-10,Laptops,215624.24000000002
2024-01-07,Laptops,226822.3
2021-09-16,Smartphones,218277.24
2020-08-10,Smartphones,136347.03
2024-09-24,Tablets,250304.56999999998
2024-01-30,Laptops,187265.8
2023-11-13,TVs,256559.49
2020-11-20,Smartphones,293203.34
2024-03-18,Smartphones,298812.92
2023-08-18,TVs,276671.06
2023-02-05,Smartphones,226787.68999999997
2023-12-10,Smartphones,304860.68000000005
2022-10-24,TVs,237662.73999999996
2021-08-02,Laptops,259693.78999999998
2025-03-04,TVs,254467.98000000004
2022-12-28,Tablets,282858.56
2022-10-07,Tablets,285437.56000000006
2024-08-10,Smartphones,252453.52000000002
2024-10-05,Tablets,250814.53
2020-12-25,Tablets,297873.41
2021-06-16,Laptops,274705.5
2023-06-10,Smartphones,175741.09000000003
2021-07-05,Accessories,264120.07
2024-10-18,Tablets,239284.15
2022-02-21,TVs,290176.16
2021-07-28,Laptops,174110.05
2021-06-28,Laptops,209758.4
2022-05-19,Tablets,235089.24
2021-06-19,Accessories,228118.63999999998
2023-12-21,Accessories,261002.87000000002
2022-08-07,Accessories,190943.55999999997
2024-11-11,Smartphones,225377.54000000004
2022-09-13,TVs,231656.38
2024-06-23,Smartphones,203059.15
2021-02-28,TVs,253129.1
2024-09-29,Tablets,244155.78
2021-11-08,Laptops,299968.06000000006
2023-11-08,Laptops,374757.28
2023-04-03,Laptops,255241.18
2025-02-21,Laptops,260350.19000000003
2024-12-19,TVs,148761.68
2024-11-17,Laptops,285644.93999999994
2023-01-17,Tablets,262587.86
2021-07-15,TVs,332135.73000000004
2021-03-28,TVs,129249.95
2022-10-09,Laptops,220241.73
2022-11-04,Laptops,338017.52999999997
2021-08-02,Smartphones,300273.67
2021-04-21,Smartphones,239476.21000000002
2025-06-13,Laptops,245956.86000000002
2023-12-18,Tablets,245851.41999999998
2021-11-06,TVs,215669.07
2024-07-12,Laptops,212965.18
2023-06-25,Laptops,206175.59999999998
2023-05-05,Tablets,295160.01
2024-01-06,Tablets,151069.07
2023-12-19,Smartphones,267112.29
2022-01-27,Smartphones,272221.47000000003
2021-02-25,Tablets,257480.65
2023-05-28,Accessories,155572.01
2025-05-03,Smartphones,286701.59
2022-01-25,Smartphones,221111.34999999998
2021-11-15,Accessories,276337.25
2021-06-26,TVs,186511.74
2023-08-29,Accessories,194805.33000000002
2020-11-09,Laptops,252871.32
2025-03-24,TVs,289759.54000000004
2020-08-02,Tablets,192097.96
2024-09-16,TVs,189132.59999999998
2024-06-03,Accessories,284114.6
2024-11-07,Laptops,379441.38999999996
2025-01-26,Smartphones,177719.25
2022-05-02,Laptops,287447.49
2022-12-29,Laptops,199624.74
2022-08-19,Laptops,348208.12
2021-04-18,Laptops,196084.76
2024-07-11,Accessories,291077.23000000004
2020-11-02,TVs,328824.75999999995
2020-12-14,Accessories,272753.93000000005
2022-01-27,Laptops,293210.03
2022-05-05,Smartphones,354179.12000000005
2021-01-25,Tablets,357813.6
2024-10-04,Smartphones,259059.99000000002
2023-08-29,TVs,272540.24
2020-08-16,Accessories,200205.81000000003
2023-12-27,Tablets,300845.75
2021-08-06,Accessories,224117.58000000002
2021-03-16,Laptops,208163.59999999998
2021-01-25,TVs,181447.51
2020-09-30,Laptops,215543.41
2022-09-27,Tablets,268654.83
2020-12-11,Laptops,206494.52999999997
2022-10-22,TVs,319464.79
2023-09-26,Accessories,230175.37
2024-01-27,Accessories,285041.34
2023-03-12,Laptops,245868.81
2024-03-16,Smartphones,267398.53
2023-10-08,Accessories,231400.71
2024-12-07,Smartphones,205359.05
2021-05-15,TVs,294225.93
2024-09-29,Accessories,340113.47000000003
2021-07-15,Smartphones,191417.59999999998
2021-07-26,Smartphones,145431.47
2022-05-26,Accessories,309852.7
2025-03-07,Laptops,202741.44999999998
2022-03-23,TVs,210253.32
2022-01-06,Accessories,299454.87
2024-03-10,TVs,209128.38
2022-07-25,TVs,366019.95
2023-03-21,Tablets,324407.38999999996
2022-10-06,Laptops,266289.77
2023-04-02,Tablets,341023.78
2024-12-25,Tablets,212521.91
2021-12-05,Tablets,148352.52
2024-03-24,TVs,275321.27
2025-02-15,Tablets,285695.2
2024-11-25,Smartphones,172541.56
2023-03-30,Smartphones,261762.24999999997
2024-11-23,Accessories,223487.21999999997
2022-08-07,Tablets,282614.76
2020-10-12,Laptops,271790.92
2021-05-12,Laptops,162756.89999999997
2025-02-04,Tablets,256279.52000000002
2021-07-24,Accessories,238904.74
2021-04-16,Laptops,163981.94
2023-03-01,Laptops,180631.14
2022-06-24,TVs,211069.01
2020-10-31,TVs,239799.5
2021-05-05,Smartphones,181470.76
2021-03-02,TVs,256210.69
2021-01-29,Laptops,378041.68999999994
2021-03-02,Laptops,263147.74
2021-08-06,TVs,285275.04
2021-01-17,Tablets,208423.55000000002
2025-02-06,Accessories,271293.12
2025-03-25,Laptops,350451.44000000006
2023-08-02,Tablets,322802.11
2021-09-26,TVs,323915.14
2023-01-07,Tablets,217879.16
2021-09-04,Tablets,405392.48000000004
2021-11-04,Tablets,275058.13999999996
2024-01-03,Smartphones,195271.90000000002
2024-07-10,Laptops,333590.35
2022-12-25,Laptops,192085.25
2024-01-15,TVs,372845.62
2022-11-24,TVs,224673.78000000003
2022-04-30,Tablets,238153.46999999997
2022-11-16,TVs,378365.37
2021-12-20,TVs,198704.6
2024-03-13,Smartphones,187329.31
2021-04-17,Smartphones,192548.66
2020-09-07,Smartphones,234483.3
2025-04-10,Laptops,122463.56999999999
2023-03-23,TVs,252676.55
2025-05-20,TVs,252516.2
2025-03-07,TVs,219809.21
2022-11-10,TVs,258579.63999999996
2025-06-06,Tablets,229127.57
2022-02-20,Laptops,280421.48
2024-12-14,Accessories,186213.27
2022-02-14,Tablets,265215.29000000004
2020-11-19,Laptops,208777.09000000005
2022-03-10,Accessories,287272.54000000004
2022-01-21,Accessories,260864.67
2022-11-07,Tablets,261201.08999999997
2024-07-20,TVs,191879.06000000003
2022-02-26,Laptops,226048.26
2022-12-01,Smartphones,197828.89999999997
2022-09-19,Laptops,270183.49
2022-08-01,Laptops,201128.29999999996
2023-10-20,TVs,194599.36000000002
2025-02-13,Tablets,215302.37
2023-02-07,Accessories,298911.26
2023-03-12,TVs,265186.05
2024-02-08,Smartphones,260257.65
2021-11-26,Laptops,261855.19000000003
2021-06-19,Smartphones,270350.61
2023-05-01,Tablets,258313.86
2025-05-11,Smartphones,367785.73
2024-10-27,TVs,165227.9
2023-08-24,Accessories,266179.27
2020-07-09,Accessories,280228.15
2025-03-02,Tablets,215127.92
2022-03-12,Tablets,211436.94
2023-08-27,TVs,319007.88
2024-05-24,TVs,254495.53999999998
2024-05-23,Smartphones,265723.16
2020-09-03,Smartphones,201592.73
2021-10-16,Tablets,187850.22999999998
2021-01-06,Smartphones,256271.38999999996
2024-10-24,Accessories,333570.80000000005
2024-05-24,Smartphones,221951.09000000003
2024-03-09,Smartphones,303516.25
2024-07-09,Tablets,262539.86
2022-05-21,Tablets,175970.27000000002
2025-02-10,Accessories,265852.41
2021-03-25,Smartphones,156570.35
2021-04-09,Tablets,289936.13
2021-10-18,Accessories,242272.61000000002
2021-05-06,Accessories,149708.51
2024-05-24,Tablets,236251.78000000003
2021-04-26,Tablets,284788.95
2020-07-18,Laptops,217168.91
2021-11-12,Laptops,162620.52
2025-01-27,Accessories,248318.69
2020-09-22,Smartphones,201559.41999999998
2024-11-02,Laptops,201634.89
2024-09-23,Accessories,269984.75999999995
2023-12-14,TVs,197640.85
2024-05-21,Tablets,226249.25
2025-03-19,Accessories,241150.49
2021-04-10,Laptops,239930.47999999998
2022-04-22,Smartphones,200829.82
2022-08-08,TVs,260225.49000000005
2021-02-05,Tablets,307517.19
2023-06-26,Smartphones,203242.58
2022-11-06,Laptops,192120.40999999997
2024-10-02,Smartphones,258168.51
2021-09-28,Accessories,285123.18
2024-08-08,Accessories,223754.46000000002
2021-06-17,Tablets,152914.73
2020-07-12,Tablets,320076.05000000005
2025-06-01,Accessories,193616.77
2024-08-19,Smartphones,253859.87
2022-03-27,TVs,267882.38
2024-12-08,Tablets,328673.48
2022-06-20,Smartphones,230664.96000000002
2021-05-04,Laptops,276524.89
2020-10-14,Accessories,238378.95999999996
2024-12-21,Tablets,295612.2
2024-09-24,Smartphones,217280.65000000002
2025-01-15,TVs,174796.80000000002
2024-05-16,Accessories,185381.85
2021-04-26,Accessories,269851.88999999996
2022-03-23,Tablets,281105.44
2022-10-31,TVs,308203.85
2020-11-24,TVs,221911.22
2022-08-15,Laptops,282280.33999999997
2024-09-03,Accessories,231496.63
2021-06-21,Accessories,261733.34
2024-11-24,Smartphones,233535.13
2021-01-03,TVs,235926.37
2020-12-28,Accessories,298045.83999999997
2024-12-02,Accessories,216967.8
2020-12-09,Laptops,120764.18000000001
2024-11-04,Smartphones,231863.46000000002
2022-09-29,TVs,253343.43
2024-11-19,Accessories,176951.38999999998
2021-01-24,Tablets,238657.13
2021-12-25,Tablets,190229.39
2021-10-27,Smartphones,221662.46000000002
2023-08-09,Tablets,223449.38000000003
2022-06-20,TVs,199993.49
2021-02-06,TVs,243428.94999999998
2023-03-15,TVs,161738.33999999997
2023-09-01,Smartphones,280386.88
2023-07-25,Tablets,225300.62000000002
2023-02-22,Smartphones,244617.84
2024-04-08,Tablets,198425.16
2020-11-10,Accessories,191226.48000000004
2022-08-16,Smartphones,219920.66999999998
2023-06-19,TVs,265182.43999999994
2022-10-13,Laptops,308727.21
2020-10-21,Laptops,231656.89999999997
2023-08-23,TVs,303397.52
2022-02-02,Smartphones,316232.26
2022-08-22,TVs,242452.17
2023-03-01,Smartphones,256827.15999999997
2023-04-28,TVs,193552.62
2020-07-15,Smartphones,244184.12999999998
2023-01-11,Laptops,294780.54000000004
2024-02-02,TVs,233641.40000000002
2022-07-25,Laptops,180848.31000000003
2023-10-08,Smartphones,255947.74000000002
2024-12-17,TVs,229686.68000000002
2021-04-28,Smartphones,306594.8
2020-11-07,Smartphones,184562.61000000002
2023-08-25,Smartphones,275588.66000000003
2023-01-15,TVs,198365.55
2021-09-01,TVs,370157.13
2024-02-04,Accessories,324320.08999999997
2022-10-05,TVs,284078.97000000003
2021-01-03,Accessories,236980.28
2025-01-13,Smartphones,209995.40999999997
2024-01-28,Laptops,242105.11000000002
2025-03-15,TVs,222118.23
2024-02-12,TVs,302574.8
2021-11-02,TVs,232207.28
2022-07-01,TVs,285773.19
2022-02-24,Smartphones,256079.39999999997
2023-02-16,Smartphones,219297.36
2022-07-23,TVs,190489.88
2023-10-08,Laptops,250486.38
2020-12-10,Accessories,220988.49
2022-08-21,Laptops,266175.6
2021-12-02,Laptops,186125.97
2021-10-22,Smartphones,255905.77000000005
2024-02-09,Laptops,224524.61
2022-12-31,TVs,255763.96000000002
2025-02-12,Accessories,270527.17000000004
2025-05-29,Tablets,373235.83
2021-03-03,Laptops,194999.89
2022-06-17,Tablets,267561.13
2022-12-09,Accessories,195203.23
2024-07-09,Laptops,266698.56
2020-08-17,Smartphones,247847.66
2023-06-07,Smartphones,296270.28
2023-06-02,TVs,221058.72999999998
2024-07-28,Smartphones,191292.15000000002
2025-04-01,Smartphones,175452.33000000002
2023-04-28,Laptops,266651.48
2025-04-18,TVs,279729.45999999996
2021-08-15,Laptops,206273.16
2021-01-18,Smartphones,252225.49
2023-11-27,Tablets,265222.25
2021-12-19,Tablets,244300.07
2021-10-20,TVs,202486.11
2023-10-18,Tablets,218909.18
2023-10-18,TVs,329268.29999999993
2024-06-26,Smartphones,207751.46000000002
2024-02-28,Accessories,263146.69000000006
2024-04-24,Accessories,271012.77
2022-06-14,Accessories,218291.92999999996
2022-04-10,Smartphones,277814.55
2021-06-05,Smartphones,231337.45
2024-03-30,Tablets,244414.54
2024-12-30,Tablets,284482.87
2022-02-24,Tablets,184517.77000000002
2021-03-01,Tablets,311883.74999999994
2022-03-22,Laptops,317737.96
2021-12-31,TVs,345950.43999999994
2020-10-24,Accessories,224533.63999999998
2021-05-14,Accessories,256989.65000000002
2023-10-28,Tablets,308366.06000000006
2021-04-13,TVs,354128.74
2022-12-14,Accessories,275613.63
2021-10-10,Tablets,339703.28
2023-02-21,Laptops,215885.32
2021-06-13,Laptops,277338.06000000006
2021-05-19,Accessories,288815.93
2020-09-07,Laptops,206949.69999999998
2022-04-25,Laptops,154797.32
2023-08-09,TVs,278203.95999999996
2022-11-29,TVs,215606.36
2024-07-08,Accessories,242824.33999999997
2023-04-09,Accessories,217183.52000000002
2021-08-20,TVs,276605.97
2024-12-19,Accessories,154200.32
2023-05-24,TVs,233562.35
2023-06-18,Tablets,253762.83999999997
2024-08-22,Tablets,238768.0
2021-05-24,Accessories,200344.27000000002
2024-03-22,Smartphones,200811.95
2022-07-09,Accessories,277865.24000000005
2025-05-29,Laptops,206968.21000000002
2020-08-31,Laptops,205718.28999999998
2021-06-02,TVs,252290.05999999997
2024-05-20,Smartphones,246348.45
2020-12-13,TVs,276518.64999999997
2024-02-13,Smartphones,218094.43000000002
2022-06-21,TVs,191729.21999999997
2023-12-18,TVs,294254.70999999996
2024-04-23,Smartphones,173078.21000000002
2021-10-13,TVs,205120.95
2023-11-01,Accessories,269901.38
2021-11-18,Smartphones,196373.33999999997
2023-10-10,Tablets,331793.95999999996
2022-08-20,TVs,314077.93
2023-06-07,TVs,325775.99
2024-02-03,Tablets,248307.35
2023-05-19,Smartphones,319207.6
2020-07-19,Accessories,249317.4
2023-07-02,Accessories,413415.1400000001
2025-04-11,TVs,270185.91000000003
2021-09-16,TVs,283845.70999999996
2023-06-04,Laptops,245168.29000000004
2023-03-06,Tablets,319308.31
2020-08-06,Laptops,237493.57
2023-11-19,Accessories,331967.12999999995
2022-06-20,Accessories,371076.3
2023-10-22,Accessories,167642.56000000003
2021-12-18,Accessories,142038.05
2021-12-07,Tablets,288695.85000000003
2021-03-07,Tablets,264595.25999999995
2025-03-31,Tablets,314117.42000000004
2024-07-21,Accessories,193886.95
